timestamp,run_id,git_commit,model_name,model_family,thinking_mode,dataset,split,evaluation_mode,history_mode,dummy_type,k,seed,num_items,accuracy,format_failure_rate,result_json_path
2026-03-10T15:42:31Z,run-20260310T154231Z-4227014d,6709d70c000736fc213b47059ad00b7aaffa3e8e,Qwen/Qwen3-1.7B,qwen3,on,gpqa,train,multi_turn,oracle_history,same_domain,2,42,8,0.0,1.0,results/runs/qwen3_1p7b_gpqa_multiturn_oracle_same_k2_thinking_on_strictfinal__4227014d5385a505/run-20260310T154231Z-4227014d.json
2026-03-10T16:01:40Z,run-20260310T160140Z-6e97f2ab,f6a8976915b2cd5136b92d3875133bc2aa4d6fd3,Qwen/Qwen3-1.7B,qwen3,off,gsm8k,test,single_turn_flattened,self_history,cross_domain,2,42,8,0.375,0.25,results/runs/qwen3_1p7b_gsm8k_flattened_self_cross_k2_thinking_off__6e97f2ab759ca496/run-20260310T160140Z-6e97f2ab.json
2026-03-10T16:07:58Z,run-20260310T160758Z-28b8ad16,f6a8976915b2cd5136b92d3875133bc2aa4d6fd3,Qwen/Qwen3-1.7B,qwen3,off,gpqa,train,multi_turn,oracle_history,same_domain,2,42,32,0.40625,0.0,results/runs/qwen3_1p7b_gpqa_multiturn_oracle_same_k2_thinking_off_minirun__28b8ad1697658520/run-20260310T160758Z-28b8ad16.json
2026-03-10T16:11:09Z,run-20260310T161109Z-e7fdd9b4,f6a8976915b2cd5136b92d3875133bc2aa4d6fd3,Qwen/Qwen3-1.7B,qwen3,off,aime,train,multi_turn,oracle_history,same_domain,2,42,16,0.125,0.25,results/runs/qwen3_1p7b_aime_multiturn_oracle_same_k2_thinking_off_minirun__e7fdd9b460799fe3/run-20260310T161109Z-e7fdd9b4.json
2026-03-11T05:30:21Z,run-20260311T053021Z-6695689d,20be38ac7bef45be117a459db52582351a7569ee,mock-engine,mock,off,mmlu_fixture,test,multi_turn,oracle_history,same_domain,2,42,2,0.5,0.0,results/runs/mock_mmlu_multiturn_oracle__6695689dd7067f60/run-20260311T053021Z-6695689d.json
2026-03-11T05:30:39Z,run-20260311T053039Z-46d4ee1f,20be38ac7bef45be117a459db52582351a7569ee,mock-engine,mock,off,mmlu_fixture,test,multi_turn,oracle_history,same_domain,2,42,2,0.5,0.0,results/runs/mock_mmlu_multiturn_oracle_worker4_20260311__46d4ee1f4e8f234a/run-20260311T053039Z-46d4ee1f.json
2026-03-11T05:33:04Z,run-20260311T053304Z-f40cce6c,20be38ac7bef45be117a459db52582351a7569ee,Qwen/Qwen3-1.7B,qwen3,off,gpqa,train,multi_turn,oracle_history,same_domain,2,42,2,0.5,0.0,results/runs/qwen3_1p7b_gpqa_multiturn_oracle_same_k2_thinking_off_gpu4_smoke_20260311__f40cce6cd46fde00/run-20260311T053304Z-f40cce6c.json
2026-03-11T05:40:45Z,run-20260311T054045Z-c4316b30,20be38ac7bef45be117a459db52582351a7569ee,Qwen/Qwen3-1.7B,qwen3,off,gpqa,train,multi_turn,oracle_history,same_domain,2,42,8,0.5,0.0,results/runs/qwen3_1p7b_gpqa_multiturn_oracle_same_k2_thinking_off_gpu4_worker5_smoke_20260311__c4316b30556d7ecf/run-20260311T054045Z-c4316b30.json
2026-03-11T06:08:23Z,run-20260311T060823Z-1947f5cf,02fa43192afa237e32996eb11c6e228adb00f65a,Qwen/Qwen3-1.7B,qwen3,on,gpqa,train,multi_turn,oracle_history,same_domain,2,42,8,0.375,0.5,results/runs/qwen3_1p7b_gpqa_multiturn_oracle_same_k2_thinking_on_parserfix__1947f5cf9df42ec1/run-20260311T060823Z-1947f5cf.json
2026-03-11T06:14:34Z,run-20260311T061434Z-10e36149,02fa43192afa237e32996eb11c6e228adb00f65a,Qwen/Qwen3-1.7B,qwen3,off,gpqa,train,multi_turn,oracle_history,same_domain,2,42,2,0.5,0.0,results/runs/qwen3_1p7b_gpqa_multiturn_oracle_same_k2_thinking_off_multigpu_gpu56_smoke_20260311__10e361496f9e67c7/run-20260311T061434Z-10e36149.json
2026-03-11T06:38:38Z,run-20260311T063838Z-7956de92,f7c66e5dfd952b7a972a0b71014907d78e6bb527,/mnt/raid6/aa007878/.cache/huggingface/hub/models--Qwen--Qwen3-1.7B/snapshots/0060bc56d46589041c1048efd1a397421b1142b5,qwen3,on,gpqa,train,multi_turn,oracle_history,same_domain,2,42,8,0.125,0.375,results/runs/qwen3_1p7b_gpqa_multiturn_oracle_same_k2_thinking_on_parserfix_gpu6_strictfinal_20260311__7956de92ec49a2b1/run-20260311T063838Z-7956de92.json
2026-03-11T06:43:35Z,run-20260311T064335Z-1ab1abe2,f7c66e5dfd952b7a972a0b71014907d78e6bb527,/mnt/raid6/aa007878/.cache/huggingface/hub/models--Qwen--Qwen3-1.7B/snapshots/0060bc56d46589041c1048efd1a397421b1142b5,qwen3,off,aime,train,multi_turn,oracle_history,same_domain,2,42,8,0.125,0.25,results/runs/qwen3_1p7b_aime_multiturn_oracle_same_k2_thinking_off_gpu7_offline_smoke_20260311__1ab1abe2aef754b4/run-20260311T064335Z-1ab1abe2.json
2026-03-11T09:19:42Z,run-20260311T091942Z-f3e9f0fa,41fa02ed849e44200a8907c95867251f2a2fa4eb,Qwen/Qwen3-1.7B,qwen3,on,gpqa,train,multi_turn,oracle_history,same_domain,2,42,8,0.25,0.0,results/runs/qwen3_1p7b_gpqa_multiturn_oracle_same_k2_thinking_on_choiceconstrained__f3e9f0fac6ac4aaa/run-20260311T091942Z-f3e9f0fa.json
2026-03-11T09:22:21Z,run-20260311T092221Z-dfa04164,41fa02ed849e44200a8907c95867251f2a2fa4eb,Qwen/Qwen3-1.7B,qwen3,on,gpqa,train,multi_turn,oracle_history,same_domain,2,42,8,0.375,0.0,results/runs/qwen3_1p7b_gpqa_multiturn_oracle_same_k2_thinking_on_nothink_prefill__dfa0416483d9dd0c/run-20260311T092221Z-dfa04164.json
2026-03-11T09:24:32Z,run-20260311T092432Z-dac259a0,41fa02ed849e44200a8907c95867251f2a2fa4eb,Qwen/Qwen3-1.7B,qwen3,on,gpqa,train,multi_turn,oracle_history,same_domain,2,42,8,0.375,0.0,results/runs/qwen3_1p7b_gpqa_multiturn_oracle_same_k2_thinking_on_choiceconstrained_nothink_prefill__dac259a068068106/run-20260311T092432Z-dac259a0.json
2026-03-11T09:43:21Z,run-20260311T094321Z-b9d8f324,41fa02ed849e44200a8907c95867251f2a2fa4eb,Qwen/Qwen3-1.7B,qwen3,off,mmlu,test,multi_turn,oracle_history,same_domain,2,42,8,0.25,0.0,results/runs/qwen3_1p7b_mmlu_main_table_full_thinking_off_smoke_validation__b9d8f324394887f5/run-20260311T094321Z-b9d8f324.json
2026-03-11T09:45:35Z,run-20260311T094535Z-26b1aa1b,41fa02ed849e44200a8907c95867251f2a2fa4eb,Qwen/Qwen3-1.7B,qwen3,on,mmlu,test,multi_turn,oracle_history,same_domain,2,42,8,0.5,0.0,results/runs/qwen3_1p7b_mmlu_main_table_full_thinking_on_smoke_validation__26b1aa1bfb179f49/run-20260311T094535Z-26b1aa1b.json
2026-03-11T09:51:47Z,run-20260311T095147Z-9780aeaf,41fa02ed849e44200a8907c95867251f2a2fa4eb,Qwen/Qwen3-1.7B,qwen3,off,gpqa,train,multi_turn,oracle_history,same_domain,2,42,448,0.27232142857142855,0.008928571428571428,results/runs/qwen3_1p7b_gpqa_main_table_full_thinking_off__9780aeafbef16258/run-20260311T095147Z-9780aeaf.json
2026-03-11T09:53:29Z,run-20260311T095329Z-562ba8dc,41fa02ed849e44200a8907c95867251f2a2fa4eb,Qwen/Qwen3-1.7B,qwen3,on,gpqa,train,multi_turn,oracle_history,same_domain,2,42,448,0.27232142857142855,0.026785714285714284,results/runs/qwen3_1p7b_gpqa_main_table_full_thinking_on_nothink_prefill__562ba8dc9d48b206/run-20260311T095329Z-562ba8dc.json
2026-03-11T11:56:27Z,run-20260311T115627Z-db8bf662,41fa02ed849e44200a8907c95867251f2a2fa4eb,Qwen/Qwen3-1.7B,qwen3,off,gsm8k,test,single_turn_flattened,self_history,cross_domain,2,42,1319,0.35178165276724793,0.18271417740712662,results/runs/qwen3_1p7b_gsm8k_main_table_full_thinking_off__db8bf662f27d8f64/run-20260311T115627Z-db8bf662.json
2026-03-11T19:36:31Z,run-20260311T193631Z-270aebac,41fa02ed849e44200a8907c95867251f2a2fa4eb,Qwen/Qwen3-1.7B,qwen3,on,gsm8k,test,single_turn_flattened,self_history,cross_domain,2,42,1319,0.3889310083396513,0.1379833206974981,results/runs/qwen3_1p7b_gsm8k_main_table_full_thinking_on__270aebaceba434aa/run-20260311T193631Z-270aebac.json
2026-03-11T19:39:20Z,run-20260311T193920Z-b16718e7,41fa02ed849e44200a8907c95867251f2a2fa4eb,Qwen/Qwen3-1.7B,qwen3,off,aime,train,multi_turn,oracle_history,same_domain,2,42,30,0.1,0.26666666666666666,results/runs/qwen3_1p7b_aime_main_table_full_thinking_off__b16718e709c268c2/run-20260311T193920Z-b16718e7.json
2026-03-11T19:45:47Z,run-20260311T194547Z-1bb770a7,41fa02ed849e44200a8907c95867251f2a2fa4eb,Qwen/Qwen3-1.7B,qwen3,on,aime,train,multi_turn,oracle_history,same_domain,2,42,30,0.03333333333333333,0.8333333333333334,results/runs/qwen3_1p7b_aime_main_table_full_thinking_on__1bb770a7dd06510a/run-20260311T194547Z-1bb770a7.json
2026-03-12T05:37:43Z,run-20260312T053743Z-b5f103ff,41fa02ed849e44200a8907c95867251f2a2fa4eb,Qwen/Qwen3-1.7B,qwen3,off,mmlu,test,multi_turn,oracle_history,same_domain,2,42,14042,0.5883777239709443,0.0010682238997293833,results/runs/qwen3_1p7b_mmlu_main_table_full_thinking_off__b5f103ff26e06fd4/run-20260312T053743Z-b5f103ff.json
2026-03-12T19:37:56Z,run-20260312T193756Z-f686300f,41fa02ed849e44200a8907c95867251f2a2fa4eb,Qwen/Qwen3-1.7B,qwen3,on,mmlu,test,multi_turn,oracle_history,same_domain,2,42,14042,0.6664292835778379,0.021364477994587665,results/runs/qwen3_1p7b_mmlu_main_table_full_thinking_on__f686300faff284dd/run-20260312T193756Z-f686300f.json
2026-03-13T07:52:11Z,run-20260313T075211Z-777eebbf,41fa02ed849e44200a8907c95867251f2a2fa4eb,Qwen/Qwen3-1.7B,qwen3,off,mmlu,test,multi_turn,oracle_history,same_domain,8,42,50,0.42,0.0,results/runs/qwen3_1p7b_mmlu__qwen3_thinking_off__evaluation_mode-multi_turn__history_mode-oracle_history__dummy_type-same_domain__k-8__777eebbf1f7c81af/run-20260313T075211Z-777eebbf.json
2026-03-13T07:52:19Z,run-20260313T075219Z-f4ddeec4,41fa02ed849e44200a8907c95867251f2a2fa4eb,Qwen/Qwen3-1.7B,qwen3,off,mmlu,test,multi_turn,oracle_history,same_domain,2,42,50,0.42,0.0,results/runs/qwen3_1p7b_mmlu__qwen3_thinking_off__evaluation_mode-multi_turn__history_mode-oracle_history__dummy_type-same_domain__k-2__f4ddeec4b561fa77/run-20260313T075219Z-f4ddeec4.json
2026-03-13T07:52:24Z,run-20260313T075224Z-87d6bae3,41fa02ed849e44200a8907c95867251f2a2fa4eb,Qwen/Qwen3-1.7B,qwen3,off,mmlu,test,multi_turn,oracle_history,same_domain,4,42,50,0.48,0.0,results/runs/qwen3_1p7b_mmlu__qwen3_thinking_off__evaluation_mode-multi_turn__history_mode-oracle_history__dummy_type-same_domain__k-4__87d6bae347bbcdfd/run-20260313T075224Z-87d6bae3.json
2026-03-13T07:52:46Z,run-20260313T075246Z-ea335422,41fa02ed849e44200a8907c95867251f2a2fa4eb,Qwen/Qwen3-1.7B,qwen3,off,mmlu,test,multi_turn,oracle_history,same_domain,0,42,50,0.46,0.0,results/runs/qwen3_1p7b_mmlu__qwen3_thinking_off__evaluation_mode-multi_turn__history_mode-oracle_history__dummy_type-same_domain__k-0__ea335422dfb0fc02/run-20260313T075246Z-ea335422.json
2026-03-13T07:57:59Z,run-20260313T075759Z-6532f716,41fa02ed849e44200a8907c95867251f2a2fa4eb,Qwen/Qwen3-1.7B,qwen3,on,mmlu,test,multi_turn,oracle_history,same_domain,8,42,50,0.56,0.04,results/runs/qwen3_1p7b_mmlu__qwen3_thinking_on__evaluation_mode-multi_turn__history_mode-oracle_history__dummy_type-same_domain__k-8__6532f7169cef8bc7/run-20260313T075759Z-6532f716.json
2026-03-13T07:58:07Z,run-20260313T075807Z-bf9111e8,41fa02ed849e44200a8907c95867251f2a2fa4eb,Qwen/Qwen3-1.7B,qwen3,on,mmlu,test,multi_turn,oracle_history,same_domain,4,42,50,0.62,0.0,results/runs/qwen3_1p7b_mmlu__qwen3_thinking_on__evaluation_mode-multi_turn__history_mode-oracle_history__dummy_type-same_domain__k-4__bf9111e89f7743fb/run-20260313T075807Z-bf9111e8.json
2026-03-13T07:58:38Z,run-20260313T075838Z-d4ee7650,41fa02ed849e44200a8907c95867251f2a2fa4eb,Qwen/Qwen3-1.7B,qwen3,on,mmlu,test,multi_turn,oracle_history,same_domain,2,42,50,0.74,0.02,results/runs/qwen3_1p7b_mmlu__qwen3_thinking_on__evaluation_mode-multi_turn__history_mode-oracle_history__dummy_type-same_domain__k-2__d4ee7650c5e63777/run-20260313T075838Z-d4ee7650.json
2026-03-13T08:00:33Z,run-20260313T080033Z-b351f26d,41fa02ed849e44200a8907c95867251f2a2fa4eb,Qwen/Qwen3-1.7B,qwen3,on,mmlu,test,multi_turn,oracle_history,same_domain,0,42,50,0.62,0.1,results/runs/qwen3_1p7b_mmlu__qwen3_thinking_on__evaluation_mode-multi_turn__history_mode-oracle_history__dummy_type-same_domain__k-0__b351f26daac58bf5/run-20260313T080033Z-b351f26d.json
2026-03-13T08:05:00Z,run-20260313T080500Z-1c785ba8,9f1ef8e35d506782fbb12d7786449d89040446b9,Qwen/Qwen3-1.7B,qwen3,off,gsm8k,test,single_turn_flattened,self_history,cross_domain,8,42,50,0.3,0.1,results/runs/qwen3_1p7b_gsm8k__qwen3_thinking_off__evaluation_mode-single_turn_flattened__history_mode-self_history__dummy_type-cross_domain__k-8__1c785ba8d66135fe/run-20260313T080500Z-1c785ba8.json
2026-03-13T08:05:05Z,run-20260313T080505Z-ae8759c5,9f1ef8e35d506782fbb12d7786449d89040446b9,Qwen/Qwen3-1.7B,qwen3,off,gsm8k,test,single_turn_flattened,self_history,cross_domain,2,42,50,0.4,0.2,results/runs/qwen3_1p7b_gsm8k__qwen3_thinking_off__evaluation_mode-single_turn_flattened__history_mode-self_history__dummy_type-cross_domain__k-2__ae8759c5ee661cd2/run-20260313T080505Z-ae8759c5.json
2026-03-13T08:05:15Z,run-20260313T080515Z-82a1cffe,9f1ef8e35d506782fbb12d7786449d89040446b9,Qwen/Qwen3-1.7B,qwen3,off,gsm8k,test,single_turn_flattened,self_history,cross_domain,4,42,50,0.42,0.14,results/runs/qwen3_1p7b_gsm8k__qwen3_thinking_off__evaluation_mode-single_turn_flattened__history_mode-self_history__dummy_type-cross_domain__k-4__82a1cffe64f0412f/run-20260313T080515Z-82a1cffe.json
2026-03-13T08:06:50Z,run-20260313T080650Z-b12dac78,9f1ef8e35d506782fbb12d7786449d89040446b9,Qwen/Qwen3-1.7B,qwen3,off,gsm8k,test,single_turn_flattened,self_history,cross_domain,0,42,50,0.58,0.08,results/runs/qwen3_1p7b_gsm8k__qwen3_thinking_off__evaluation_mode-single_turn_flattened__history_mode-self_history__dummy_type-cross_domain__k-0__b12dac78cb0de1ea/run-20260313T080650Z-b12dac78.json
2026-03-13T08:18:24Z,run-20260313T081824Z-d1bcd81b,9f1ef8e35d506782fbb12d7786449d89040446b9,Qwen/Qwen3-1.7B,qwen3,on,gsm8k,test,single_turn_flattened,self_history,cross_domain,0,42,50,0.6,0.1,results/runs/qwen3_1p7b_gsm8k__qwen3_thinking_on__evaluation_mode-single_turn_flattened__history_mode-self_history__dummy_type-cross_domain__k-0__d1bcd81bd4a7b2e1/run-20260313T081824Z-d1bcd81b.json
2026-03-13T08:20:40Z,run-20260313T082040Z-c8ae64a6,9f1ef8e35d506782fbb12d7786449d89040446b9,Qwen/Qwen3-1.7B,qwen3,off,gpqa,train,multi_turn,oracle_history,same_domain,0,42,50,0.28,0.04,results/runs/qwen3_1p7b_gpqa__qwen3_thinking_off__evaluation_mode-multi_turn__history_mode-oracle_history__dummy_type-same_domain__k-0__c8ae64a6db26299e/run-20260313T082040Z-c8ae64a6.json
2026-03-13T08:28:41Z,run-20260313T082841Z-e2d6ee32,9f1ef8e35d506782fbb12d7786449d89040446b9,Qwen/Qwen3-1.7B,qwen3,on,gsm8k,test,single_turn_flattened,self_history,cross_domain,2,42,50,0.44,0.1,results/runs/qwen3_1p7b_gsm8k__qwen3_thinking_on__evaluation_mode-single_turn_flattened__history_mode-self_history__dummy_type-cross_domain__k-2__e2d6ee320216c252/run-20260313T082841Z-e2d6ee32.json
2026-03-13T08:30:05Z,run-20260313T083005Z-8c61a9d6,9f1ef8e35d506782fbb12d7786449d89040446b9,Qwen/Qwen3-1.7B,qwen3,off,gpqa,train,multi_turn,oracle_history,same_domain,2,42,50,0.36,0.02,results/runs/qwen3_1p7b_gpqa__qwen3_thinking_off__evaluation_mode-multi_turn__history_mode-oracle_history__dummy_type-same_domain__k-2__8c61a9d6f5b5fbf0/run-20260313T083005Z-8c61a9d6.json
2026-03-13T08:33:03Z,run-20260313T083303Z-ad806bab,9f1ef8e35d506782fbb12d7786449d89040446b9,Qwen/Qwen3-1.7B,qwen3,on,gpqa,train,multi_turn,oracle_history,same_domain,0,42,50,0.16,0.56,results/runs/qwen3_1p7b_gpqa__qwen3_thinking_on__evaluation_mode-multi_turn__history_mode-oracle_history__dummy_type-same_domain__k-0__ad806bab6ae3a900/run-20260313T083303Z-ad806bab.json
2026-03-13T08:36:02Z,run-20260313T083602Z-af61b934,9f1ef8e35d506782fbb12d7786449d89040446b9,Qwen/Qwen3-1.7B,qwen3,off,aime,train,multi_turn,oracle_history,same_domain,0,42,20,0.1,0.4,results/runs/qwen3_1p7b_aime__qwen3_thinking_off__evaluation_mode-multi_turn__history_mode-oracle_history__dummy_type-same_domain__k-0__af61b934d7d92464/run-20260313T083602Z-af61b934.json
2026-03-13T08:40:05Z,run-20260313T084005Z-90064580,9f1ef8e35d506782fbb12d7786449d89040446b9,Qwen/Qwen3-1.7B,qwen3,on,gsm8k,test,single_turn_flattened,self_history,cross_domain,4,42,50,0.44,0.06,results/runs/qwen3_1p7b_gsm8k__qwen3_thinking_on__evaluation_mode-single_turn_flattened__history_mode-self_history__dummy_type-cross_domain__k-4__90064580f84d7a97/run-20260313T084005Z-90064580.json
2026-03-13T08:40:57Z,run-20260313T084057Z-aca084ab,9f1ef8e35d506782fbb12d7786449d89040446b9,Qwen/Qwen3-1.7B,qwen3,off,gpqa,train,multi_turn,oracle_history,same_domain,4,42,50,0.34,0.0,results/runs/qwen3_1p7b_gpqa__qwen3_thinking_off__evaluation_mode-multi_turn__history_mode-oracle_history__dummy_type-same_domain__k-4__aca084ab5f0d03eb/run-20260313T084057Z-aca084ab.json
2026-03-13T08:41:35Z,run-20260313T084135Z-ffcbf8ef,9f1ef8e35d506782fbb12d7786449d89040446b9,Qwen/Qwen3-1.7B,qwen3,on,gpqa,train,multi_turn,oracle_history,same_domain,2,42,50,0.2,0.48,results/runs/qwen3_1p7b_gpqa__qwen3_thinking_on__evaluation_mode-multi_turn__history_mode-oracle_history__dummy_type-same_domain__k-2__ffcbf8ef1fcdf3fc/run-20260313T084135Z-ffcbf8ef.json
2026-03-13T08:41:49Z,run-20260313T084149Z-55ee7eab,9f1ef8e35d506782fbb12d7786449d89040446b9,Qwen/Qwen3-1.7B,qwen3,on,aime,train,multi_turn,oracle_history,same_domain,0,42,20,0.05,0.8,results/runs/qwen3_1p7b_aime__qwen3_thinking_on__evaluation_mode-multi_turn__history_mode-oracle_history__dummy_type-same_domain__k-0__55ee7eab88db5e03/run-20260313T084149Z-55ee7eab.json
2026-03-13T08:44:26Z,run-20260313T084426Z-bb141925,9f1ef8e35d506782fbb12d7786449d89040446b9,Qwen/Qwen3-1.7B,qwen3,off,aime,train,multi_turn,oracle_history,same_domain,2,42,20,0.1,0.35,results/runs/qwen3_1p7b_aime__qwen3_thinking_off__evaluation_mode-multi_turn__history_mode-oracle_history__dummy_type-same_domain__k-2__bb1419259682ae28/run-20260313T084426Z-bb141925.json
2026-03-13T08:44:43Z,run-20260313T084443Z-6bd79a2c,9f1ef8e35d506782fbb12d7786449d89040446b9,Qwen/Qwen3-1.7B,qwen3,off,aime,train,multi_turn,oracle_history,cross_domain,0,42,20,0.1,0.4,results/runs/qwen3_1p7b_aime__qwen3_thinking_off__evaluation_mode-multi_turn__history_mode-oracle_history__dummy_type-cross_domain__k-0__6bd79a2ce724b736/run-20260313T084443Z-6bd79a2c.json
2026-03-13T08:47:36Z,run-20260313T084736Z-d21902be,9f1ef8e35d506782fbb12d7786449d89040446b9,Qwen/Qwen3-1.7B,qwen3,off,aime,train,multi_turn,self_history,cross_domain,0,42,20,0.1,0.4,results/runs/qwen3_1p7b_aime__qwen3_thinking_off__evaluation_mode-multi_turn__history_mode-self_history__dummy_type-cross_domain__k-0__d21902be3f6f4cb6/run-20260313T084736Z-d21902be.json
2026-03-13T08:50:14Z,run-20260313T085014Z-1a52e53d,9f1ef8e35d506782fbb12d7786449d89040446b9,Qwen/Qwen3-1.7B,qwen3,on,aime,train,multi_turn,oracle_history,same_domain,2,42,20,0.05,0.9,results/runs/qwen3_1p7b_aime__qwen3_thinking_on__evaluation_mode-multi_turn__history_mode-oracle_history__dummy_type-same_domain__k-2__1a52e53d0745ae41/run-20260313T085014Z-1a52e53d.json
2026-03-13T08:50:36Z,run-20260313T085036Z-861d16eb,9f1ef8e35d506782fbb12d7786449d89040446b9,Qwen/Qwen3-1.7B,qwen3,off,aime,train,multi_turn,self_history,same_domain,0,42,20,0.1,0.4,results/runs/qwen3_1p7b_aime__qwen3_thinking_off__evaluation_mode-multi_turn__history_mode-self_history__dummy_type-same_domain__k-0__861d16ebba5e806f/run-20260313T085036Z-861d16eb.json
